40	89515	Гарри Поттер и Принц-полукровка	2024-04-13 20:19:33.351652	\N
41	277328	Варкрафт	2024-04-13 20:19:33.370546	\N
42	4374	Пираты Карибского моря: Проклятие Черной жемчужины	2024-04-13 20:19:33.390614	\N
43	279791	Соломон Кейн	2024-04-13 20:19:33.409432	\N
44	770	Одиннадцать друзей Оушена	2024-04-13 20:19:42.416925	\N
45	1952	Великолепная афера	2024-04-13 20:19:42.438141	\N
46	12819	Афера Томаса Крауна	2024-04-13 20:19:42.456803	\N
47	102198	Иллюзионист	2024-04-13 20:19:42.477422	\N
48	383	Афера	2024-04-13 20:19:42.498435	\N
49	105053	Она – мужчина	2024-04-13 20:19:43.696188	\N
50	50225	Гол!	2024-04-13 20:19:43.71989	\N
51	102284	Грейси	2024-04-13 20:19:43.739065	\N
52	106071	Лучший удар	2024-04-13 20:19:43.760358	\N
53	470656	Погребенный заживо	2024-04-13 20:19:53.623574	\N
54	63778	Сотовый	2024-04-13 20:19:53.644479	\N
55	493222	На грани	2024-04-13 20:19:53.663416	\N
56	674295	Тревожный вызов	2024-04-13 20:19:53.683938	\N
57	400582	Опасные пассажиры поезда 123	2024-04-13 20:19:53.701933	\N
58	1968	Скорость	2024-04-13 20:19:53.722935	\N
59	61325	Соучастник	2024-04-13 20:19:53.740758	\N
60	195272	Мальчик в девочке	2024-04-13 20:19:55.047897	\N
61	471587	Хочу как ты	2024-04-13 20:19:55.070973	\N
62	7091	Чумовая пятница	2024-04-13 20:19:55.093479	\N
63	395066	Папе снова 17	2024-04-13 20:19:55.115126	\N
64	254776	Любовь-морковь	2024-04-13 20:19:55.135774	\N
65	21178	Загадай желание	2024-04-13 20:19:55.155752	\N
66	840	Шпионские игры	2024-04-13 20:20:04.60584	\N
67	281449	Совокупность лжи	2024-04-13 20:20:04.624508	\N
68	619	Идентификация Борна	2024-04-13 20:20:04.646478	\N
69	863	Тренировочный день	2024-04-13 20:20:04.667206	\N
70	507818	Код доступа «Кейптаун»	2024-04-13 20:20:04.68693	\N
71	81314	Отступники	2024-04-13 20:20:04.705563	\N
72	505851	Грань будущего	2024-04-13 20:20:06.950512	\N
73	160932	Терминатор: Да придёт спаситель	2024-04-13 20:20:06.987758	\N
74	252667	Человек из стали	2024-04-13 20:20:07.011559	\N
75	321842	Предложение	2024-04-13 20:20:18.252529	\N
76	17643	Законы привлекательности	2024-04-13 20:20:18.274508	\N
77	755	Мисс Конгениальность	2024-04-13 20:20:18.295418	\N
78	5330	Вам письмо	2024-04-13 20:20:18.317881	\N
79	6144	Реальная любовь	2024-04-13 20:20:18.341739	\N
80	251918	С глаз — долой, из чарта — вон!	2024-04-13 20:20:18.361264	\N
81	496943	Форсаж 5	2024-04-13 20:20:29.961902	\N
82	77649	Ограбление на Бейкер-Стрит	2024-04-13 20:20:29.983942	\N
83	103785	Не пойман — не вор	2024-04-13 20:20:30.004191	\N
84	18294	Двенадцать друзей Оушена	2024-04-13 20:20:30.024928	\N
85	251879	Тринадцать друзей Оушена	2024-04-13 20:20:30.046806	\N
86	420986	Мальчики-налетчики	2024-04-13 20:20:30.068129	\N
87	301	Матрица	2024-04-13 20:20:39.71803	\N
88	5012	Гаттака	2024-04-13 20:20:39.737567	\N
89	517988	Время	2024-04-13 20:20:39.758554	\N
90	86208	«V» значит Вендетта	2024-04-13 20:20:39.779167	\N
91	496	Особое мнение	2024-04-13 20:20:39.807134	\N
92	391277	Потрошители	2024-04-13 20:20:39.829669	\N
93	373391	Трансформеры: Месть падших	2024-04-13 20:20:42.682993	\N
94	81288	Трансформеры	2024-04-13 20:20:42.703831	\N
95	387477	На крючке	2024-04-13 20:20:42.724253	\N
96	260995	Терминатор: Битва за будущее	2024-04-13 20:20:42.742791	\N
97	4886	Я, робот	2024-04-13 20:20:42.762143	\N
98	397671	Суррогаты	2024-04-13 20:20:42.781805	\N
99	597687	Люди Икс: Дни минувшего будущего	2024-04-13 20:20:42.802717	\N
100	382	Американская история X	2024-04-13 21:17:59.673897	\N
101	616	Кокаин	2024-04-13 21:17:59.695322	\N
102	361	Бойцовский клуб	2024-04-13 21:17:59.716449	\N
103	64187	Пила: Игра на выживание	2024-04-13 21:18:05.009053	\N
104	588786	Бункер	2024-04-13 21:18:05.031857	\N
532	417	Метрополис	2024-04-13 21:40:56.46757	\N
105	373158	Райское озеро	2024-04-13 21:18:05.059553	\N
106	12192	Жестокие игры	2024-04-13 21:18:05.082024	\N
107	482078	Разделитель	2024-04-13 21:18:05.103607	\N
108	18545	Дикость	2024-04-13 21:18:05.127525	\N
109	197863	Звездная пыль	2024-04-13 21:18:54.959926	\N
110	48162	Хроники Нарнии: Лев, колдунья и волшебный шкаф	2024-04-13 21:18:54.983101	\N
111	328	Властелин колец: Братство Кольца	2024-04-13 21:18:55.005037	\N
112	403986	Перси Джексон и похититель молний	2024-04-13 21:18:55.028558	\N
113	243596	Хроники Нарнии: Принц Каспиан	2024-04-13 21:18:55.052023	\N
114	797840	Фантастические твари и где они обитают	2024-04-13 21:18:55.076454	\N
115	464484	Облачный атлас	2024-04-13 21:19:00.46588	\N
116	430593	Одинокий мужчина	2024-04-13 21:19:00.486639	\N
117	580639	Слова	2024-04-13 21:19:00.508131	\N
118	325439	Чтец	2024-04-13 21:19:00.528117	\N
119	477	Магнолия	2024-04-13 21:19:00.550721	\N
120	714	Айрис	2024-04-13 21:19:00.572384	\N
121	402542	Джули и Джулия: Готовим счастье по рецепту	2024-04-13 21:19:00.595141	\N
122	2011	Угнать за 60 секунд	2024-04-13 21:19:20.366647	\N
123	678975	Need for Speed: Жажда скорости	2024-04-13 21:19:20.387995	\N
124	14349	Такси	2024-04-13 21:19:20.411691	\N
125	6206	Перевозчик	2024-04-13 21:19:20.432548	\N
126	17659	Крутящий момент	2024-04-13 21:19:20.454436	\N
127	14333	Мишель Вальян: Жажда скорости	2024-04-13 21:19:20.476184	\N
128	4907	Гонщик	2024-04-13 21:19:20.502743	\N
129	11078	Эпоха невинности	2024-04-13 21:19:25.682649	\N
130	462682	Волк с Уолл-стрит	2024-04-13 21:19:44.778415	\N
131	400599	Джонни Д.	2024-04-13 21:19:44.799037	\N
132	5558	Талантливый мистер Рипли	2024-04-13 21:19:44.827674	\N
133	445186	Белый воротничок	2024-04-13 21:19:44.847093	\N
134	402550	Я люблю тебя, Филлип Моррис	2024-04-13 21:19:44.872748	\N
135	398239	Голая правда	2024-04-13 21:19:51.063268	\N
136	77454	Правила съема: Метод Хитча	2024-04-13 21:19:51.093186	\N
137	317889	Однажды в Вегасе	2024-04-13 21:19:51.114046	\N
138	325644	Девушка моего лучшего друга	2024-04-13 21:19:51.132923	\N
139	280532	27 свадеб	2024-04-13 21:19:51.154725	\N
140	261668	Золото дураков	2024-04-13 21:19:51.175754	\N
141	350	Славные парни	2024-04-13 21:20:12.375727	\N
142	469	Однажды в Америке	2024-04-13 21:20:12.39841	\N
143	4695	Лицо со шрамом	2024-04-13 21:20:12.419477	\N
144	2494	Казино	2024-04-13 21:20:12.443097	\N
145	252156	Гангстер	2024-04-13 21:20:12.464825	\N
146	4275	Путь Карлито	2024-04-13 21:20:12.487718	\N
147	79848	Сопрано	2024-04-13 21:20:12.50853	\N
148	57794	Бинго Бонго	2024-04-13 21:20:18.137734	\N
149	435	Зеленая миля	2024-04-13 21:20:38.646596	\N
150	336	Пролетая над гнездом кукушки	2024-04-13 21:20:38.670014	\N
151	258048	Побег	2024-04-13 21:20:38.693586	\N
152	468958	Три дня на побег	2024-04-13 21:20:38.715818	\N
153	4525	Мотылек	2024-04-13 21:20:38.738814	\N
154	10851	Побег из Алькатраса	2024-04-13 21:20:38.760349	\N
155	463686	План побега	2024-04-13 21:20:38.782388	\N
156	519	Человек дождя	2024-04-13 21:20:43.967208	\N
157	448	Форрест Гамп	2024-04-13 21:20:43.988705	\N
158	84014	…А в душе я танцую	2024-04-13 21:20:44.009778	\N
159	2950	Пробуждение	2024-04-13 21:20:44.030123	\N
160	406340	Меня зовут Кхан	2024-04-13 21:20:44.053378	\N
161	1902	Крамер против Крамера	2024-04-13 21:20:44.075507	\N
162	424153	Тэмпл Грандин	2024-04-13 21:20:44.094506	\N
163	220054	Крестный отец: Трилогия 1901-1980	2024-04-13 21:21:05.756594	\N
164	7466	Бронкская история	2024-04-13 21:21:05.790753	\N
165	430	Шрэк	2024-04-13 21:21:09.839081	\N
166	198116	Семейка Крудс	2024-04-13 21:21:09.860908	\N
167	458	Корпорация монстров	2024-04-13 21:21:09.883571	\N
168	6006	Мадагаскар	2024-04-13 21:21:09.904713	\N
169	465674	Рио	2024-04-13 21:21:09.927314	\N
170	161066	Мадагаскар 2	2024-04-13 21:21:09.950434	\N
171	5273	Шрэк 2	2024-04-13 21:21:09.972634	\N
172	689	Гарри Поттер и философский камень	2024-04-13 21:21:32.383347	\N
173	409776	Легенды ночных стражей	2024-04-13 21:21:32.426421	\N
174	397667	Остров проклятых	2024-04-13 21:21:33.797953	\N
175	8091	Охотники за разумом	2024-04-13 21:21:33.817997	\N
176	4304	Тайное окно	2024-04-13 21:21:33.837938	\N
177	44156	Десять негритят	2024-04-13 21:21:33.856736	\N
178	195563	1408	2024-04-13 21:21:33.875924	\N
179	445148	Палата	2024-04-13 21:21:33.902922	\N
180	355	Пианист	2024-04-13 21:21:57.099493	\N
181	381	Жизнь прекрасна	2024-04-13 21:21:57.120611	\N
182	281251	Мальчик в полосатой пижаме	2024-04-13 21:21:57.142119	\N
183	77859	Отель «Руанда»	2024-04-13 21:21:57.164078	\N
184	126196	Жизнь других	2024-04-13 21:21:57.184171	\N
185	42571	Иди и смотри	2024-04-13 21:21:57.203347	\N
186	258774	Легкое поведение	2024-04-13 21:22:25.219396	\N
187	49966	Хорошая женщина	2024-04-13 21:22:25.239398	\N
188	5559	Идеальный муж	2024-04-13 21:22:25.259814	\N
189	89573	Как важно быть серьезным	2024-04-13 21:22:25.282917	\N
190	22174	Голубая кровь	2024-04-13 21:22:25.302628	\N
191	784288	Любовь и дружба	2024-04-13 21:22:25.32474	\N
192	255129	Звездный путь	2024-04-13 21:22:31.10245	\N
193	689066	Стражи Галактики	2024-04-13 21:22:31.122927	\N
194	251733	Аватар	2024-04-13 21:22:31.14333	\N
195	455165	Стартрек: Возмездие	2024-04-13 21:22:31.164951	\N
196	840152	Изгой-один: Звёздные войны. Истории	2024-04-13 21:22:31.187138	\N
197	77540	Джон Картер	2024-04-13 21:22:31.20793	\N
198	2882	Дюна	2024-04-13 21:22:31.232247	\N
199	455232	Кроличья нора	2024-04-13 21:22:52.243234	\N
200	5167	Эффект бабочки	2024-04-13 21:23:00.286321	\N
201	5206	Машинист	2024-04-13 21:23:00.310576	\N
202	5492	Вечное сияние чистого разума	2024-04-13 21:23:00.331702	\N
203	195334	Престиж	2024-04-13 21:23:00.354788	\N
204	377	Семь	2024-04-13 21:23:18.213377	\N
205	102838	Зодиак	2024-04-13 21:23:18.235633	\N
206	601483	Мерзлая земля	2024-04-13 21:23:18.265158	\N
207	805	Багровые реки	2024-04-13 21:23:18.288124	\N
208	20113	Бессонница	2024-04-13 21:23:18.312602	\N
209	723	Планета Ка-Пэкс	2024-04-13 21:23:27.058047	\N
745	706420	Джо	2024-04-13 22:03:16.234915	\N
210	326	Побег из Шоушенка	2024-04-13 21:23:27.08211	\N
211	5058	Прерванная жизнь	2024-04-13 21:23:27.111848	\N
212	463210	Это очень забавная история	2024-04-13 21:23:27.140816	\N
213	86198	9 песен	2024-04-13 21:23:32.51582	\N
214	7147	Последнее танго в Париже	2024-04-13 21:23:32.537028	\N
215	841277	Хан Соло: Звёздные войны. Истории	2024-04-13 21:23:57.388744	\N
216	808010	Всё ещё Элис	2024-04-13 21:23:59.443391	\N
217	251969	Вдали от неё	2024-04-13 21:23:59.46725	\N
218	702	Часы	2024-04-13 21:23:59.489326	\N
219	3561	Дневник памяти	2024-04-13 21:23:59.512404	\N
220	463647	Железная леди	2024-04-13 21:23:59.535496	\N
221	506239	Любовь	2024-04-13 21:23:59.559099	\N
222	6701	Сильвия	2024-04-13 21:23:59.58118	\N
223	4484	Мумия	2024-04-13 21:24:24.312229	\N
224	61333	Сокровище нации	2024-04-13 21:24:24.331778	\N
225	195408	Сокровище нации: Книга Тайн	2024-04-13 21:24:24.354913	\N
226	406186	Приключения Тинтина: Тайна единорога	2024-04-13 21:24:24.377001	\N
227	3950	Лара Крофт: Расхитительница гробниц	2024-04-13 21:24:24.397451	\N
228	12285	Роман с камнем	2024-04-13 21:24:24.420412	\N
229	462666	Необычайные приключения Адель	2024-04-13 21:24:24.444283	\N
230	335	Мементо	2024-04-13 21:24:28.130771	\N
231	406477	Вход в пустоту	2024-04-13 21:24:28.152199	\N
232	747	Малена	2024-04-13 21:24:28.173534	\N
233	61420	5x2	2024-04-13 21:24:28.194459	\N
234	259251	Груз 200	2024-04-13 21:24:28.216627	\N
235	3718	Доберман	2024-04-13 21:24:28.236082	\N
236	86326	Счастливое число Слевина	2024-04-13 21:24:51.229409	\N
237	394	Бешеные псы	2024-04-13 21:24:51.251996	\N
238	2962	Первобытный страх	2024-04-13 21:24:51.283388	\N
239	571	Схватка	2024-04-13 21:24:51.310129	\N
240	363	Секреты Лос-Анджелеса	2024-04-13 21:24:51.332126	\N
241	18973	Револьвер	2024-04-13 21:24:51.353039	\N
242	17721	Завтрак у Тиффани	2024-04-13 21:25:18.639799	\N
243	409372	500 дней лета	2024-04-13 21:25:18.660971	\N
244	63920	Влюбись в меня, если осмелишься	2024-04-13 21:25:18.682374	\N
245	9617	Крупная рыба	2024-04-13 21:25:18.70229	\N
246	232785	Господин Никто	2024-04-13 21:25:18.724023	\N
247	81584	Босиком по мостовой	2024-04-13 21:25:18.745745	\N
248	636	Шоколад	2024-04-13 21:25:18.768581	\N
249	339997	Чудаки: Часть вторая	2024-04-13 21:25:22.252865	\N
250	532893	Придурки: Потерянные записи	2024-04-13 21:25:22.274474	\N
251	823580	WTF! Какого черта?	2024-04-13 21:25:22.298644	\N
252	522	Карты, деньги, два ствола	2024-04-13 21:25:44.921976	\N
253	526	Большой куш	2024-04-13 21:25:44.942032	\N
254	378140	Рок-н-рольщик	2024-04-13 21:25:44.970189	\N
255	9691	Бесславные ублюдки	2024-04-13 21:25:44.99296	\N
256	586584	Семь психопатов	2024-04-13 21:25:45.013044	\N
257	15641	Кровавый четверг	2024-04-13 21:25:45.033025	\N
258	406408	Законопослушный гражданин	2024-04-13 21:26:05.289563	\N
259	681831	Настоящий детектив	2024-04-13 21:26:05.310166	\N
260	491724	Девушка с татуировкой дракона	2024-04-13 21:26:05.333873	\N
261	738	Жизнь Дэвида Гейла	2024-04-13 21:26:05.356098	\N
262	402099	Девушка с татуировкой дракона	2024-04-13 21:26:05.379476	\N
263	4807	Не грози южному централу, попивая сок у себя в квартале	2024-04-13 21:26:19.99176	\N
264	5185	Тупой и еще тупее	2024-04-13 21:26:20.011571	\N
265	5414	Где моя тачка, чувак?	2024-04-13 21:26:20.03339	\N
266	405602	Зак и Мири снимают порно	2024-04-13 21:26:20.052365	\N
267	432725	Муви 43	2024-04-13 21:26:20.073469	\N
268	586397	Джанго освобожденный	2024-04-13 21:26:29.965621	\N
269	426053	Ранго	2024-04-13 21:26:29.985246	\N
270	78240	Поезд на Юму	2024-04-13 21:26:30.004739	\N
271	451	Непрощенный	2024-04-13 21:26:30.025318	\N
272	376	Однажды на Диком Западе	2024-04-13 21:26:30.04571	\N
273	462553	Железная хватка	2024-04-13 21:26:30.065781	\N
274	421	Буч Кэссиди и Сандэнс Кид	2024-04-13 21:26:30.085893	\N
275	4540	Переговорщик	2024-04-13 21:26:47.886266	\N
276	395787	Семь жизней	2024-04-13 21:26:47.910435	\N
277	4514	Безумный город	2024-04-13 21:26:47.930158	\N
278	500	Собачий полдень	2024-04-13 21:26:47.951027	\N
279	807377	Скорость: Автобус 657	2024-04-13 21:26:47.973155	\N
280	104938	В погоне за счастьем	2024-04-13 21:26:47.996384	\N
281	667291	Финансовый монстр	2024-04-13 21:26:48.018818	\N
282	325	Крестный отец	2024-04-13 21:26:56.983856	\N
283	327	Крестный отец 2	2024-04-13 21:26:57.043249	\N
284	106228	Попутчик	2024-04-13 21:27:15.216999	\N
285	7316	Джиперс Криперс	2024-04-13 21:27:15.23798	\N
286	81372	Дуэль	2024-04-13 21:27:15.258735	\N
287	20368	Попутчик	2024-04-13 21:27:15.280837	\N
288	394575	Шепот дороги ужасов	2024-04-13 21:27:15.301854	\N
289	16113	Авария	2024-04-13 21:27:15.324861	\N
290	48430	Дорожное чудовище	2024-04-13 21:27:15.34446	\N
291	410	Донни Дарко	2024-04-13 21:27:25.895258	\N
292	280932	Дорога перемен	2024-04-13 21:27:25.917355	\N
293	493992	Эта дурацкая любовь	2024-04-13 21:27:25.949115	\N
294	367	Реквием по мечте	2024-04-13 21:27:25.97385	\N
295	416275	Серьёзный человек	2024-04-13 21:27:26.004515	\N
296	418	Цельнометаллическая оболочка	2024-04-13 21:27:45.676911	\N
297	468	Взвод	2024-04-13 21:27:45.698609	\N
298	428	Охотник на оленей	2024-04-13 21:27:45.720213	\N
299	3983	Тонкая красная линия	2024-04-13 21:27:45.74053	\N
300	371	Спасти рядового Райана	2024-04-13 21:27:45.760215	\N
301	281040	Повелитель бури	2024-04-13 21:27:45.780582	\N
302	70952	72 метра	2024-04-13 21:27:48.935102	\N
303	865	Ю-571	2024-04-13 21:27:48.955496	\N
304	362	Подводная лодка	2024-04-13 21:27:48.976797	\N
305	6463	Охота за «Красным Октябрем»	2024-04-13 21:27:48.997667	\N
306	5332	Багровый прилив	2024-04-13 21:27:49.018862	\N
307	623044	Фантом	2024-04-13 21:27:49.038116	\N
308	669910	Чёрное море	2024-04-13 21:27:49.059771	\N
309	329	Список Шиндлера	2024-04-13 21:28:12.113632	\N
310	8335	Легенда о пианисте	2024-04-13 21:28:12.15516	\N
311	757898	Воровка книг	2024-04-13 21:28:12.176707	\N
312	78079	Чёрная книга	2024-04-13 21:28:12.196486	\N
964	6400	Студия 54	2024-04-13 22:36:11.756674	\N
313	985022	Интервью с Богом	2024-04-13 21:28:15.798603	\N
314	502	12 обезьян	2024-04-13 21:28:15.851048	\N
315	252900	Человек с Земли	2024-04-13 21:28:15.873502	\N
316	821	Интуиция	2024-04-13 21:28:41.050335	\N
317	106165	Зачарованная	2024-04-13 21:28:41.071728	\N
318	102130	Дом у озера	2024-04-13 21:28:41.093641	\N
319	504465	Полночь в Париже	2024-04-13 21:28:41.125688	\N
320	42664	Иван Васильевич меняет профессию	2024-04-13 21:28:41.148749	\N
321	476	Назад в будущее	2024-04-13 21:28:41.172531	\N
322	276598	Драйв	2024-04-13 21:28:44.625342	\N
323	41519	Брат	2024-04-13 21:28:44.647275	\N
324	4853	С меня хватит!	2024-04-13 21:28:44.669264	\N
325	1048334	Джокер	2024-04-13 21:28:44.690136	\N
326	389	Леон	2024-04-13 21:28:44.712659	\N
327	760815	Стрингер	2024-04-13 21:28:44.734235	\N
328	530	Игры разума	2024-04-13 21:29:15.282144	\N
329	278273	Чёрный лебедь	2024-04-13 21:29:15.3027	\N
330	4688	Большой	2024-04-13 21:29:43.560858	\N
331	463354	Петля времени	2024-04-13 21:29:43.581029	\N
332	18313	Предсказание	2024-04-13 21:29:43.60225	\N
333	722	К-19	2024-04-13 21:29:46.515722	\N
334	228535	Подводная лодка	2024-04-13 21:29:46.550134	\N
335	1055194	Грейхаунд	2024-04-13 21:29:46.585604	\N
336	6059	Дэнни Цепной пес	2024-04-13 21:30:14.14777	\N
337	4042	Ромео должен умереть	2024-04-13 21:30:14.17221	\N
338	3664	От колыбели до могилы	2024-04-13 21:30:14.192955	\N
339	365	Китайский квартал	2024-04-13 21:30:16.368433	\N
340	468564	Охотники на гангстеров	2024-04-13 21:30:16.389008	\N
341	81750	Короли улиц	2024-04-13 21:30:16.430862	\N
342	81869	Представь нас вместе	2024-04-13 21:30:39.99961	\N
343	418790	Призрак	2024-04-13 21:30:45.474097	\N
344	366	Мальтийский сокол	2024-04-13 21:30:45.495215	\N
345	7471	Сердце Ангела	2024-04-13 21:30:45.523225	\N
346	64012	Черная орхидея	2024-04-13 21:30:45.544597	\N
347	352	Головокружение	2024-04-13 21:30:45.566677	\N
348	17053	Первый рыцарь	2024-04-13 21:31:06.656466	\N
349	22138	Король Артур	2024-04-13 21:31:06.676721	\N
350	8110	Чёрный рыцарь	2024-04-13 21:31:06.701224	\N
351	61243	Тристан и Изольда	2024-04-13 21:31:06.723744	\N
352	95186	Рыцарь Камелота	2024-04-13 21:31:06.747064	\N
353	515	На игле	2024-04-13 21:31:17.918338	\N
354	6175	Дневник баскетболиста	2024-04-13 21:31:17.940481	\N
355	88190	Кэнди	2024-04-13 21:31:17.976076	\N
356	4385	Страх и ненависть в Лас-Вегасе	2024-04-13 21:31:17.996268	\N
357	77036	Джиа	2024-04-13 21:31:18.017706	\N
358	694	Рай	2024-04-13 21:31:41.259047	\N
359	49684	Ходячий замок	2024-04-13 21:31:53.350274	\N
360	8221	Мой сосед Тоторо	2024-04-13 21:31:53.37075	\N
361	441	Принцесса Мононоке	2024-04-13 21:31:53.391938	\N
362	49166	Коралина в Стране Кошмаров	2024-04-13 21:31:53.411248	\N
363	273209	Девочка, покорившая время	2024-04-13 21:31:53.431672	\N
364	1846	Небесный замок Лапута	2024-04-13 21:31:53.454559	\N
365	8240	Навсикая из долины ветров	2024-04-13 21:31:53.478227	\N
366	612	Чёрный ястреб	2024-04-13 21:32:20.701324	\N
367	740644	Ярость	2024-04-13 21:32:20.721929	\N
368	1957	Перл-Харбор	2024-04-13 21:32:20.744155	\N
369	94249	Братья по оружию	2024-04-13 21:32:20.762856	\N
370	354	Апокалипсис сегодня	2024-04-13 21:32:20.797333	\N
371	279580	Боец	2024-04-13 21:32:53.869178	\N
372	6462	Рокки	2024-04-13 21:32:53.892037	\N
373	12244	Нокдаун	2024-04-13 21:32:53.914958	\N
374	402514	Рестлер	2024-04-13 21:32:53.933964	\N
375	543838	Забойный реванш	2024-04-13 21:32:53.958297	\N
376	358	Таксист	2024-04-13 21:32:53.98073	\N
377	195273	Рокки Бальбоа	2024-04-13 21:32:54.002672	\N
378	6241	Тюряга	2024-04-13 21:33:00.670945	\N
379	2812	Брубейкер	2024-04-13 21:33:00.694382	\N
380	455105	Храбрые перцем	2024-04-13 21:33:21.945032	\N
381	334	Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу	2024-04-13 21:33:21.965517	\N
382	1725	Робин Гуд: Мужчины в трико	2024-04-13 21:33:21.985786	\N
383	161252	Южный Парк	2024-04-13 21:33:22.0061	\N
384	13470	Джабервоки	2024-04-13 21:33:22.025915	\N
385	6728	Розенкранц и Гильденстерн мертвы	2024-04-13 21:33:22.045129	\N
386	395679	Шопоголик	2024-04-13 21:33:26.185517	\N
387	373119	Мальчикам это нравится	2024-04-13 21:33:26.207348	\N
388	424056	До смерти красива	2024-04-13 21:33:26.228217	\N
389	661	Эрин Брокович	2024-04-13 21:33:26.24816	\N
390	9411	Бестолковые	2024-04-13 21:33:26.272363	\N
391	311497	Оторва	2024-04-13 21:33:26.293775	\N
392	4255	Мой кузен Винни	2024-04-13 21:33:26.316605	\N
393	349	Хороший, плохой, злой	2024-04-13 21:33:49.124341	\N
394	8190	На несколько долларов больше	2024-04-13 21:33:49.143448	\N
395	8455	За пригоршню долларов	2024-04-13 21:33:49.166275	\N
396	8469	За пригоршню динамита	2024-04-13 21:33:49.195521	\N
397	401	Ровно в полдень	2024-04-13 21:33:49.21954	\N
398	87161	Мирный воин	2024-04-13 21:33:52.185124	\N
399	77795	Триумф	2024-04-13 21:33:52.207032	\N
400	3690	Счастливчик Гилмор	2024-04-13 21:33:52.227922	\N
401	19277	Жестяной кубок	2024-04-13 21:33:52.247847	\N
402	964663	Восставший из ада: Приговор	2024-04-13 21:34:15.361947	\N
403	345	Молчание ягнят	2024-04-13 21:34:15.382274	\N
404	462515	Жизнь прекрасна	2024-04-13 21:34:18.404954	\N
405	455540	Последняя песня	2024-04-13 21:34:18.427205	\N
406	258885	Пока не сыграл в ящик	2024-04-13 21:34:18.449588	\N
407	351	Красота по-американски	2024-04-13 21:34:18.47056	\N
408	13704	Моя жизнь	2024-04-13 21:34:18.494789	\N
409	4568	Маленькие женщины	2024-04-13 21:34:18.515516	\N
410	5530	Выдуманная жизнь Эбботов	2024-04-13 21:34:18.539902	\N
411	692861	Исчезнувшая	2024-04-13 21:34:32.019457	\N
412	889	Герой	2024-04-13 21:34:43.915116	\N
413	78170	Дом летающих кинжалов	2024-04-13 21:34:43.935235	\N
414	409507	Ип Ман	2024-04-13 21:34:43.954986	\N
415	195751	Проклятие золотого цветка	2024-04-13 21:34:43.975511	\N
416	77132	Мемуары гейши	2024-04-13 21:34:43.99618	\N
417	471921	Власть убийц	2024-04-13 21:34:44.0188	\N
418	103390	Клятва	2024-04-13 21:34:44.040013	\N
419	412248	Все умрут, а я останусь	2024-04-13 21:34:57.679932	\N
420	42610	Интердевочка	2024-04-13 21:34:57.699926	\N
421	252125	Точка	2024-04-13 21:34:57.72042	\N
422	102610	Рабство	2024-04-13 21:34:57.740442	\N
