125	Джо Карнахан	\N	\N	\N	2024-04-13 21:45:40.390793	\N
126	Данис Танович	\N	\N	\N	2024-04-13 21:46:07.455838	\N
127	Дэвид Аткинс	\N	\N	\N	2024-04-13 21:46:33.951791	\N
128	Майк Николс	\N	\N	\N	2024-04-13 21:46:42.016967	\N
129	Фабиан Бьелински	\N	\N	\N	2024-04-13 21:47:01.36715	\N
130	Майкл Чимино	\N	\N	\N	2024-04-13 21:47:41.524592	\N
131	Эндрю Адамсон	\N	\N	\N	2024-04-13 21:48:16.233446	\N
132	Вики Дженсон	\N	\N	\N	2024-04-13 21:48:16.267965	\N
133	Франклин Дж. Шаффнер	\N	\N	\N	2024-04-13 21:48:52.478065	\N
134	Фернанду Мейреллиш	\N	\N	\N	2024-04-13 21:50:05.690286	\N
135	Катя Лунд	\N	\N	\N	2024-04-13 21:50:05.710984	\N
136	Дэвид Линч	\N	\N	\N	2024-04-13 21:51:05.471823	\N
137	Стюарт Розенберг	\N	\N	\N	2024-04-13 21:51:35.968236	\N
138	Ричард Маркуанд	\N	\N	\N	2024-04-13 21:52:39.406282	\N
139	Роберт Земекис	\N	\N	\N	2024-04-13 21:53:07.065142	\N
140	Сэм Пекинпа	\N	\N	\N	2024-04-13 21:53:40.839378	\N
141	Клинт Иствуд	\N	\N	\N	2024-04-13 21:54:09.297179	\N
142	Боб Кларк	\N	\N	\N	2024-04-13 21:54:39.071402	\N
143	Кэмерон Кроу	\N	\N	\N	2024-04-13 21:55:11.231679	\N
144	Мэл Брукс	\N	\N	\N	2024-04-13 21:55:40.097353	\N
145	Пит Доктер	\N	\N	\N	2024-04-13 21:56:16.264678	\N
146	Дэвид Силверман	\N	\N	\N	2024-04-13 21:56:16.286675	\N
147	Спайк Джонс	\N	\N	\N	2024-04-13 21:57:19.843849	\N
148	Педро Альмодовар	\N	\N	\N	2024-04-13 21:57:49.020895	\N
149	Томас Винтерберг	\N	\N	\N	2024-04-13 21:58:46.672171	\N
150	Майкл Манн	\N	\N	\N	2024-04-13 21:59:42.822618	\N
151	Оливер Стоун	\N	\N	\N	2024-04-13 22:00:10.961828	\N
152	Джон Мактирнан	\N	\N	\N	2024-04-13 22:00:56.318773	\N
153	Пол Томас Андерсон	\N	\N	\N	2024-04-13 22:02:57.848999	\N
154	Билли Боб Торнтон	\N	\N	\N	2024-04-13 22:03:15.875967	\N
155	Алехандро Гонсалес Иньярриту	\N	\N	\N	2024-04-13 22:05:31.568663	\N
156	Уильям Фридкин	\N	\N	\N	2024-04-13 22:06:35.34963	\N
157	Алан Дж. Пакула	\N	\N	\N	2024-04-13 22:07:07.415641	\N
158	Алехандро Аменабар	\N	\N	\N	2024-04-13 22:07:36.415512	\N
159	Стивен Содерберг	\N	\N	\N	2024-04-13 22:09:09.791283	\N
160	Сидни Люмет	\N	\N	\N	2024-04-13 22:09:38.876529	\N
161	Кшиштоф Кесьлёвский	\N	\N	\N	2024-04-13 22:10:08.17408	\N
162	Филип Кауфман	\N	\N	\N	2024-04-13 22:11:06.762386	\N
163	Джон Шлезингер	\N	\N	\N	2024-04-13 22:11:41.221957	\N
164	Тим Бёртон	\N	\N	\N	2024-04-13 22:12:49.440127	\N
165	Ричард Аттенборо	\N	\N	\N	2024-04-13 22:13:22.879475	\N
166	Энтони Харви	\N	\N	\N	2024-04-13 22:13:51.705542	\N
167	Дэнни Бойл	\N	\N	\N	2024-04-13 22:14:05.420787	\N
168	Артур Пенн	\N	\N	\N	2024-04-13 22:14:42.593168	\N
169	Барри Левинсон	\N	\N	\N	2024-04-13 22:16:09.409624	\N
170	Гай Ричи	\N	\N	\N	2024-04-13 22:17:10.053088	\N
171	Кеннет Брана	\N	\N	\N	2024-04-13 22:18:12.828043	\N
172	Харольд Рэмис	\N	\N	\N	2024-04-13 22:19:13.242723	\N
173	Рон Ховард	\N	\N	\N	2024-04-13 22:19:49.997463	\N
174	Джон Ву	\N	\N	\N	2024-04-13 22:20:23.175113	\N
175	Брайан Де Пальма	\N	\N	\N	2024-04-13 22:20:51.753483	\N
176	Роберт Олтмен	\N	\N	\N	2024-04-13 22:21:17.552427	\N
177	Брэд Бёрд	\N	\N	\N	2024-04-13 22:21:47.161398	\N
178	Гас Ван Сент	\N	\N	\N	2024-04-13 22:22:19.390014	\N
179	Гари Труздейл	\N	\N	\N	2024-04-13 22:22:48.642742	\N
180	Кирк Уайз	\N	\N	\N	2024-04-13 22:22:48.664639	\N
181	Хэл Эшби	\N	\N	\N	2024-04-13 22:23:18.272785	\N
182	Норман Джуисон	\N	\N	\N	2024-04-13 22:25:31.197922	\N
183	Джон Бурмен	\N	\N	\N	2024-04-13 22:26:33.762801	\N
184	Терри Цвигофф	\N	\N	\N	2024-04-13 22:28:43.202355	\N
185	Баз Лурман	\N	\N	\N	2024-04-13 22:29:10.847474	\N
186	Клод Берри	\N	\N	\N	2024-04-13 22:29:43.609242	\N
187	Атом Эгоян	\N	\N	\N	2024-04-13 22:30:12.778015	\N
188	Джон Хьюстон	\N	\N	\N	2024-04-13 22:30:41.760193	\N
189	Фред Циннеман	\N	\N	\N	2024-04-13 22:31:13.520633	\N
190	Джозеф Лео Манкевич	\N	\N	\N	2024-04-13 22:31:41.16532	\N
191	Кеннет Лонерган	\N	\N	\N	2024-04-13 22:32:10.739374	\N
192	Роланд Жоффе	\N	\N	\N	2024-04-13 22:33:16.596203	\N
193	Майкл Дэвис	\N	\N	\N	2024-04-13 22:35:21.417905	\N
194	Джон Херцфелд	\N	\N	\N	2024-04-13 22:35:55.740579	\N
195	Майкл Уинтерботтом	\N	\N	\N	2024-04-13 22:36:11.405762	\N
196	Бетти Томас	\N	\N	\N	2024-04-13 22:36:39.653883	\N
197	Ронни Юй	\N	\N	\N	2024-04-13 22:37:35.903021	\N
198	Роджер Споттисвуд	\N	\N	\N	2024-04-13 22:38:05.275608	\N
199	Франсуа Озон	\N	\N	\N	2024-04-13 22:38:20.95215	\N
200	Крис Вайц	\N	\N	\N	2024-04-13 22:39:19.621188	\N
201	Пол Вайц	\N	\N	\N	2024-04-13 22:39:19.653785	\N
202	Александр Пэйн	\N	\N	\N	2024-04-13 22:39:47.757054	\N
203	Ли Тамахори	\N	\N	\N	2024-04-13 22:41:12.562785	\N
204	Джеймс Б. Роджерс	\N	\N	\N	2024-04-13 22:41:41.835084	\N
205	Мэри Хэррон	\N	\N	\N	2024-04-13 22:42:09.608229	\N
206	Штефан Рузовицки	\N	\N	\N	2024-04-13 22:42:37.643128	\N
207	Стив Бушеми	\N	\N	\N	2024-04-13 22:43:05.595645	\N
208	Алан Камминг	\N	\N	\N	2024-04-13 22:43:34.382313	\N
209	Дженнифер Джейсон Ли	\N	\N	\N	2024-04-13 22:43:34.414927	\N
210	Питер Хауит	\N	\N	\N	2024-04-13 22:44:00.725755	\N
211	Ален Шаба	\N	\N	\N	2024-04-13 22:45:26.818775	\N
212	Захариас Кунук	\N	\N	\N	2024-04-13 22:45:42.162092	\N
213	Пол Шредер	\N	\N	\N	2024-04-13 22:47:10.443978	\N
214	Мамору Осии	\N	\N	\N	2024-04-13 22:47:40.453615	\N
215	Тим Стори	\N	\N	\N	2024-04-13 22:49:06.151516	\N
216	Киндзи Фукасаку	\N	\N	\N	2024-04-13 22:49:34.840211	\N
217	Джулиан Шнабель	\N	\N	\N	2024-04-13 22:50:05.36307	\N
218	Джон Мур	\N	\N	\N	2024-04-13 22:50:35.24835	\N
219	Генри Бин	\N	\N	\N	2024-04-13 22:51:03.083064	\N
220	Кристофер Гест	\N	\N	\N	2024-04-13 22:51:31.676699	\N
221	Барри Зонненфельд	\N	\N	\N	2024-04-13 22:51:47.441316	\N
222	Джез Баттеруорт	\N	\N	\N	2024-04-13 22:52:45.817813	\N
223	Гильермо дель Торо	\N	\N	\N	2024-04-13 22:53:43.058881	\N
224	Андерс Томас Йенсен	\N	\N	\N	2024-04-13 22:54:12.339404	\N
225	Тед Демме	\N	\N	\N	2024-04-13 22:55:12.545593	\N
226	Бен Янгер	\N	\N	\N	2024-04-13 22:55:42.962769	\N
227	Дон Рус	\N	\N	\N	2024-04-13 22:56:12.23765	\N
228	Даг Лайман	\N	\N	\N	2024-04-13 22:56:39.219289	\N
229	Майкл Мур	\N	\N	\N	2024-04-13 22:57:09.804176	\N
230	Шэрон Магуайр	\N	\N	\N	2024-04-13 22:57:38.787022	\N
231	Пейтон Рид	\N	\N	\N	2024-04-13 22:58:08.162551	\N
232	Грег Берланти	\N	\N	\N	2024-04-13 22:58:36.020425	\N
233	Такеши Китано	\N	\N	\N	2024-04-13 22:59:04.599294	\N
234	Ларри Кларк	\N	\N	\N	2024-04-13 22:59:31.42445	\N
235	Джон Мэдден	\N	\N	\N	2024-04-13 22:59:59.189873	\N
236	Питер Богданович	\N	\N	\N	2024-04-13 23:00:56.146798	\N
237	Джон Уотерс	\N	\N	\N	2024-04-13 23:01:29.753613	\N
238	Тарсем Сингх	\N	\N	\N	2024-04-13 23:01:57.242252	\N
239	Николас Хайтнер	\N	\N	\N	2024-04-13 23:02:26.31327	\N
240	Роджер Мичелл	\N	\N	\N	2024-04-13 23:02:57.336215	\N
241	МакДжи	\N	\N	\N	2024-04-13 23:03:28.289027	\N
242	Роб Маршалл	\N	\N	\N	2024-04-13 23:03:57.267728	\N
243	Питер Лорд	\N	\N	\N	2024-04-13 23:04:24.820388	\N
244	Ник Парк	\N	\N	\N	2024-04-13 23:04:24.841458	\N
245	Лассе Халльстрём	\N	\N	\N	2024-04-13 23:04:52.134891	\N
246	Эндрю Доминик	\N	\N	\N	2024-04-13 23:05:24.188167	\N
247	Мигель Артета	\N	\N	\N	2024-04-13 23:05:53.064012	\N
248	Майкл Кейтон-Джонс	\N	\N	\N	2024-04-13 23:06:28.514006	\N
249	Джордж Клуни	\N	\N	\N	2024-04-13 23:07:37.641006	\N
250	Кевин Рейнольдс	\N	\N	\N	2024-04-13 23:08:33.876851	\N
251	Джон Стокуэлл	\N	\N	\N	2024-04-13 23:09:02.185637	\N
252	Ларс фон Триер	\N	\N	\N	2024-04-13 23:09:57.017934	\N
253	Питер Кэа	\N	\N	\N	2024-04-13 23:10:24.213175	\N
254	Марк Стивен Джонсон	\N	\N	\N	2024-04-13 23:10:53.430049	\N
255	Дэнни ДеВито	\N	\N	\N	2024-04-13 23:11:21.476906	\N
256	Скотт МакГихи	\N	\N	\N	2024-04-13 23:11:50.24543	\N
257	Дэвид Сигел	\N	\N	\N	2024-04-13 23:11:50.308946	\N
258	Эрик Лейтон	\N	\N	\N	2024-04-13 23:12:47.495688	\N
259	Ральф Зондаг	\N	\N	\N	2024-04-13 23:12:47.530023	\N
260	Роб Ситч	\N	\N	\N	2024-04-13 23:13:16.444721	\N
261	Нил Маршалл	\N	\N	\N	2024-04-13 23:13:30.181	\N
262	Гэри Фледер	\N	\N	\N	2024-04-13 23:13:59.174084	\N
263	Вонг Кар-Вай	\N	\N	\N	2024-04-13 23:14:27.408061	\N
264	Петтер Несс	\N	\N	\N	2024-04-13 23:14:54.433837	\N
265	Марк Диндал	\N	\N	\N	2024-04-13 23:15:22.521593	\N
266	Жан-Жак Анно	\N	\N	\N	2024-04-13 23:15:52.223622	\N
267	Майкл Аптед	\N	\N	\N	2024-04-13 23:16:18.143933	\N
268	Оливер Хиршбигель	\N	\N	\N	2024-04-13 23:17:26.194391	\N
269	Бретт Рэтнер	\N	\N	\N	2024-04-13 23:17:53.144907	\N
270	Тодд Хейнс	\N	\N	\N	2024-04-13 23:18:22.218074	\N
271	Роб Коэн	\N	\N	\N	2024-04-13 23:18:49.566044	\N
272	Джеймс Вон	\N	\N	\N	2024-04-13 23:19:45.999621	\N
273	Дэвид Р. Эллис	\N	\N	\N	2024-04-13 23:20:14.882768	\N
274	Хиронобу Сакагути	\N	\N	\N	2024-04-13 23:20:42.490687	\N
275	Мото Сакакибара	\N	\N	\N	2024-04-13 23:20:42.524121	\N
276	Ральф Эгглстон	\N	\N	\N	2024-04-13 23:21:39.173829	\N
277	Шекхар Капур	\N	\N	\N	2024-04-13 23:22:07.011345	\N
278	Билл Пэкстон	\N	\N	\N	2024-04-13 23:22:35.257401	\N
279	Грегори Хоблит	\N	\N	\N	2024-04-13 23:23:03.320189	\N
280	Джули Тэймор	\N	\N	\N	2024-04-13 23:23:31.275262	\N
281	Альберт Хьюз	\N	\N	\N	2024-04-13 23:23:59.846118	\N
282	Аллен Хьюз	\N	\N	\N	2024-04-13 23:23:59.878827	\N
283	Сэм Рэйми	\N	\N	\N	2024-04-13 23:24:54.627133	\N
284	Тим Блейк Нельсон	\N	\N	\N	2024-04-13 23:25:08.608977	\N
285	Джон Фоусет	\N	\N	\N	2024-04-13 23:25:19.672512	\N
286	Карин Кусама	\N	\N	\N	2024-04-13 23:25:44.471364	\N
287	Тодд Филлипс	\N	\N	\N	2024-04-13 23:25:45.597001	\N
288	Марк Романек	\N	\N	\N	2024-04-13 23:26:10.172636	\N
289	Харольд Цварт	\N	\N	\N	2024-04-13 23:26:37.058638	\N
290	Джейк Кэздан	\N	\N	\N	2024-04-13 23:26:49.092399	\N
291	Аньес Жауи	\N	\N	\N	2024-04-13 23:26:50.957777	\N
292	Тадеус О’Салливан	\N	\N	\N	2024-04-13 23:27:02.379868	\N
293	Майкл Алмерейда	\N	\N	\N	2024-04-13 23:27:17.564491	\N
294	Бобби Фаррелли	\N	\N	\N	2024-04-13 23:27:29.227965	\N
295	Питер Фаррелли	\N	\N	\N	2024-04-13 23:27:29.261655	\N
296	Кристоф Ган	\N	\N	\N	2024-04-13 23:27:55.321693	\N
297	Брайан Роббинс	\N	\N	\N	2024-04-13 23:28:11.335144	\N
298	Сильвио Сольдини	\N	\N	\N	2024-04-13 23:28:18.80547	\N
299	Крис Коламбус	\N	\N	\N	2024-04-13 23:28:40.000499	\N
300	Генри Бромелл	\N	\N	\N	2024-04-13 23:28:46.141087	\N
301	Доминик Молль	\N	\N	\N	2024-04-13 23:29:34.886496	\N
302	Роланд Эммерих	\N	\N	\N	2024-04-13 23:29:39.200853	\N
303	Мими Ледер	\N	\N	\N	2024-04-13 23:30:05.281955	\N
304	Дэвид Миркин	\N	\N	\N	2024-04-13 23:30:25.162811	\N
305	Скотт Хикс	\N	\N	\N	2024-04-13 23:30:51.694451	\N
306	Михаэль Ханеке	\N	\N	\N	2024-04-13 23:30:58.62062	\N
307	Дэвид Туи	\N	\N	\N	2024-04-13 23:31:11.590161	\N
308	Джон Кэмерон Митчелл	\N	\N	\N	2024-04-13 23:31:31.315021	\N
309	Франсис Вебер	\N	\N	\N	2024-04-13 23:31:37.253836	\N
310	Шон Пенн	\N	\N	\N	2024-04-13 23:31:50.155959	\N
311	Дэвид Мэмет	\N	\N	\N	2024-04-13 23:31:58.770803	\N
312	Эд Харрис	\N	\N	\N	2024-04-13 23:32:14.950584	\N
313	Карл Франклин	\N	\N	\N	2024-04-13 23:32:23.988736	\N
314	Нил Лабут	\N	\N	\N	2024-04-13 23:32:41.692078	\N
315	Стивен Фрирз	\N	\N	\N	2024-04-13 23:32:48.786283	\N
316	Гэрри Маршалл	\N	\N	\N	2024-04-13 23:33:07.867333	\N
317	Хуан Хосе Кампанелья	\N	\N	\N	2024-04-13 23:33:13.735078	\N
318	Тейлор Хэкфорд	\N	\N	\N	2024-04-13 23:33:35.862059	\N
319	Энтони Абрамс	\N	\N	\N	2024-04-13 23:34:04.025786	\N
320	Адам Ларсон Бродер	\N	\N	\N	2024-04-13 23:34:04.070646	\N
321	Филлип Нойс	\N	\N	\N	2024-04-13 23:34:48.241045	\N
322	Джерри Цукер	\N	\N	\N	2024-04-13 23:36:17.769405	\N
323	Боаз Якин	\N	\N	\N	2024-04-13 23:37:13.974591	\N
324	Ховард Дойч	\N	\N	\N	2024-04-13 23:37:42.942263	\N
325	Пол У. С. Андерсон	\N	\N	\N	2024-04-13 23:38:12.351494	\N
326	Бонни Хант	\N	\N	\N	2024-04-13 23:38:43.163911	\N
327	Пенни Маршалл	\N	\N	\N	2024-04-13 23:39:12.141583	\N
328	Матьё Кассовиц	\N	\N	\N	2024-04-13 23:40:08.667524	\N
329	Бибо Бержерон	\N	\N	\N	2024-04-13 23:40:36.530807	\N
330	Дон Пол	\N	\N	\N	2024-04-13 23:40:36.563682	\N
331	Джеффри Катценберг	\N	\N	\N	2024-04-13 23:40:36.593762	\N
332	Джон Ли Хэнкок	\N	\N	\N	2024-04-13 23:41:31.917321	\N
333	Уэс Андерсон	\N	\N	\N	2024-04-13 23:42:01.811893	\N
334	Роджер Эвери	\N	\N	\N	2024-04-13 23:42:29.784697	\N
335	Эндрю Никкол	\N	\N	\N	2024-04-13 23:43:55.585266	\N
336	Ди Джей Карузо	\N	\N	\N	2024-04-13 23:44:09.936899	\N
337	Майкл Лембек	\N	\N	\N	2024-04-13 23:44:37.601865	\N
338	Томас Картер	\N	\N	\N	2024-04-13 23:45:05.774869	\N
339	Найджел Коул	\N	\N	\N	2024-04-13 23:45:20.608659	\N
340	Михаэль Хербиг	\N	\N	\N	2024-04-13 23:45:40.841757	\N
341	Фрэнк Оз	\N	\N	\N	2024-04-13 23:46:08.008666	\N
342	Стивен Шейнберг	\N	\N	\N	2024-04-13 23:46:22.479091	\N
343	Питер Челсом	\N	\N	\N	2024-04-13 23:46:55.390538	\N
344	Даниэль Минахан	\N	\N	\N	2024-04-13 23:47:20.815406	\N
345	Брэд Андерсон	\N	\N	\N	2024-04-13 23:48:04.494564	\N
346	Джонатан Глейзер	\N	\N	\N	2024-04-13 23:48:38.526493	\N
347	Э. Элиас Мэридж	\N	\N	\N	2024-04-13 23:49:10.062255	\N
348	Дэвид Добкин	\N	\N	\N	2024-04-13 23:50:38.741941	\N
349	Том Дей	\N	\N	\N	2024-04-13 23:51:06.649405	\N
350	Эдвард Бёрнс	\N	\N	\N	2024-04-13 23:52:06.465424	\N
351	Стивен Чоу	\N	\N	\N	2024-04-13 23:52:52.07595	\N
352	Дэвид Кроненберг	\N	\N	\N	2024-04-13 23:54:56.457208	\N
