11	313	tt0286499	Играй, как Бекхэм	Bend It Like Beckham	/static/media/images/2002/313/postr-2024-04-13-20-19-38.jpg	igrai-kak-bekkhem-11	7	11	11	3	11	Живи на полную! Люби без памяти!	Джесс только 18, но она твердо знает, что сделает ее счастливой: футбольная карьера, такая же, как у знаменитого игрока «Манчестер Юнайтед» Дэвида Бекхема. Пока она гоняет мяч в лондонском парке, доказывая соседским мальчишкам, что девушки играют в футбол не хуже, ее родители и многочисленные родственники, как и положено традиционной индийской семье, подыскивают для нее достойного мужа и строят планы о ее будущей карьере юриста.\n\nОднажды, во время очередной разминки, Джесс знакомится с Джулз и та приглашает ее на тренировку в женскую футбольную секцию. С замиранием сердца она следует за своей новой приятельницей, и мечта становится реальностью: Джесс принимают в настоящую футбольную команду. В довершение ко всему она влюбляется в своего тренера Джо.\n\nПонимая, что семья никогда не примирится с ее выбором, Джесс наслаждается своим кратковременным счастьем и готовится отстаивать свои права до конца...	Индианка мечтает стать футболисткой вопреки воле родителей. Блестящая комедия о борьбе за мечту с Кирой Найтли	1	2	2024-02-28 22:29:07.048103	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:19:43.793901	\N
12	305	tt0183649	Телефонная будка	Phone Booth	/static/media/images/2002/305/postr-2024-04-13-20-19-48.jpg	telefonnaia-budka-12	1	12	12	3	12	Линия жизни на линии огня	Один телефонный звонок может изменить всю жизнь человека или даже оборвать ее. Герой фильма Стью Шеферд становится пленником телефонной будки.\n\nЧто вы сделаете, если услышите, как в телефонной будке зазвонил телефон? Скорее всего, инстинктивно поднимете трубку, хотя прекрасно знаете, что кто-то просто ошибся номером. Вот и Стью кажется, что на звонок надо обязательно ответить, а в результате он оказывается втянутым в чудовищную игру. «Только положи трубку, и ты – труп», – говорит ему невидимый собеседник.	Стю попадает под прицел снайпера посреди Нью-Йорка. Колин Фаррелл в одном из лучших триллеров Джоэла Шумахера	1	2	2024-03-19 18:26:07.333097	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:19:53.772033	\N
13	314	tt0302640	Цыпочка	The Hot Chick	/static/media/images/2002/314/postr-2024-04-13-20-19-49.jpg	tsypochka-13	11	5	13	3	7	Однажды она проснулась не в себе... В буквальном смысле!	Популярная, но неприятная в общении старшеклассница Джессика однажды утром просыпается в теле 30-летнего мужчины с не самой привлекательной внешностью. Девушка отправляется на поиски своего тела, и это приключение помогает ей увидеть себя со стороны и понять, насколько поверхностной и недалёкой она была.	Школьница и невзрачный мужчина меняются телами. Комедия с Робом Шнайдером и Рэйчел МакАдамс на заре карьеры	1	2	2024-02-28 18:02:11.238181	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:19:55.196732	\N
14	306	tt0292506	Рекрут	The Recruit	/static/media/images/2003/306/postr-2024-04-13-20-19-59.jpg	rekrut-14	12	10	14	1	13	Trust. Betrayal. Deception. In the C.I.A. nothing is what it seems.	Джеймс Клэйтон - студент и опытный хакер. Он привлекает внимание спецслужб, и его вербуют в ЦРУ, упоминая таинственное исчезновение его отца в 90-х. Джеймс обучается у Уолтера Бёрка. Он отлично сдает все тесты, кроме последнего. Так он становится агентом без прикрытия и получает задание: найти «крота», который похищает опасный вирус из Лэнгли.	Американская разведка вербует талантливого программиста. Триллер с Аль Пачино в роли опытного агента ЦРУ	1	2	2024-02-29 06:07:53.694038	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:20:04.752534	\N
15	316	tt0242653	Матрица: Революция	The Matrix Revolutions	/static/media/images/2003/316/postr-2024-04-13-20-20-02.jpg	matritsa-revoliutsiia-15	1	11	3	1	14	Все, что имеет начало, имеет и конец	Пока армия машин пытается уничтожить Зион, его жители из последних сил держат оборону.	Для Нео пришло время исполнить пророчество и дать бой Матрице. Финал трилогии с эпической битвой людей и машин	1	2	2024-02-29 08:59:42.345474	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:20:07.066067	\N
16	307	tt0328099	Разыскиваются в Малибу	Malibu's Most Wanted	/static/media/images/2003/307/postr-2024-04-13-20-20-09.jpg	razyskivaiutsia-v-malibu-16	13	13	15	1	15	Ever feel like you don't belong?	Не стоит ненавидеть его за то, кем он является. Или кем он не является. Все, чем хочет заниматься Брэд - или Би-рэд - разъезжать со своими дружками по Малибу и вести себя, как самый крутой черный рэппер в округе.\n\nНо все вокруг знают, что паренек, лихо читающий рэп, родом из респектабельного квартала Малибу. И отец Брэда, Билл Глакман, кандидат в губернаторы, серьезно боится, что увлечение Би-рэда «черной» культурой может разнести в пух и прах его предвыборную кампанию.	\N	1	1	2024-02-28 19:21:35.024946	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:20:16.287593	\N
17	317	tt0313737	Любовь с уведомлением	Two Weeks Notice	/static/media/images/2002/317/postr-2024-04-13-20-20-12.jpg	liubov-s-uvedomleniem-17	8	14	3	3	16	Он стремился к своей мечте, а она была рядом	Джордж Уэйд и шага не может сделать без Люси Келсон, работающей главным консультантом в его корпорации. Однако обращается он с ней скорее как с няней, а не как с блестящим юристом, окончившим Гарвард. По прошествии года все это надоедает Люси, и она решает уволиться. Джордж соглашается ее отпустить, но с одним условием — она должна найти себе достойную замену...	\N	1	4	2024-02-28 20:07:22.480687	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:20:18.396276	\N
18	308	tt0329028	Тупой и еще тупее тупого: Когда Гарри встретил Ллойда	Dumb and Dumberer: When Harry Met Lloyd	/static/media/images/2003/308/postr-2024-04-13-20-20-22.jpg	tupoi-i-eshche-tupee-tupogo-kogda-garri-vstretil-lloida-18	14	15	16	1	17	Тупой с первого взгляда	Как же встретились два героя-недоумка Гарри и Ллойд, известные по фильму «Тупой и еще тупее»? Оба несколько лет не ходили в школу, а учились на дому. Пришло время отправляться в школу, и прямо на улице Гарри и Ллойд столкнулись лбами...\n\nА в это время школьный директор Коллинз и мисс Хеллер, буфетчица-официантка школьной столовой, задумали провернуть аферу - получить благотворительную премию в сто тысяч долларов за организацию класса для умственно отсталых. Злоумышленники решили создать липовый класс. Два кандидата в спецкласс нашлись сразу - Гарри и Ллойд, а они разыскали остальных...	\N	1	4	2024-02-28 18:10:24.345681	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:20:28.187443	\N
19	318	tt0317740	Ограбление по-итальянски	The Italian Job	/static/media/images/2003/318/postr-2024-04-13-20-20-24.jpg	ograblenie-po-italianski-19	1	6	17	1	18	Хватай. Убегай. Отомсти	Джон Бриджер всегда умел спланировать идеальное ограбление. Вместе со своей командой опытных бандитов он провернул не одно дело, но теперь решил уйти на покой. Впереди у Бриджера последнее задание: кража золотых слитков, в которой принимают участие инсайдер Стив, водитель Роб, взрыватель Левое ухо, технарь Лайл и Чарли - верный друг Бриджера и второй «планировщик» в их команде. Ограбление, изящное и быстрое, было разыграно как по нотам, но после его завершения веселье преступников было омрачено предательством...	Банда грабителей решает отомстить предателю и сорвать большой куш. Ремейк криминальной комедии 1969 года	1	1	2024-02-28 21:54:12.332419	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:20:30.103222	\N
20	309	tt0238380	Эквилибриум	Equilibrium	/static/media/images/2002/309/postr-2024-04-13-20-20-34.jpg	ekvilibrium-20	15	16	18	3	19	Мир, где эмоции караются смертью	В будущем люди лишены возможности выражать эмоции. Это цена, которую человечество платит за устранение из своей жизни войны. Теперь книги, искусство и музыка находятся вне закона, а любое чувство — преступление, наказуемое смертью.\n\nДля приведения в жизнь существующего правила используется принудительное применение лекарства прозиум. Правительственный агент Джон Престон борется с теми, кто нарушает правила. В один прекрасный момент он забывает принять очередную дозу лекарства, и с ним происходит духовное преображение, что приводит его к конфликту не только с режимом, но и с самим собой.	Агент идет против системы, которая подавляет эмоции. Стильная антиутопия с Кристианом Бэйлом	1	2	2024-02-29 09:15:04.606448	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:20:39.866081	\N
21	319	tt0181852	Терминатор 3: Восстание машин	Terminator 3: Rise of the Machines	/static/media/images/2003/319/postr-2024-04-13-20-20-36.jpg	terminator-3-vosstanie-mashin-21	5	17	19	1	20	The Machines Will Rise	Прошло десять лет с тех пор, как Джон Коннор помог предотвратить Судный День и спасти человечество от массового уничтожения. Теперь ему 25, Коннор не живет «как все» - у него нет дома, нет кредитных карт, нет сотового телефона и никакой работы.\n\nЕго существование нигде не зарегистрировано. Он не может быть прослежен системой Skynet - высокоразвитой сетью машин, которые когда-то попробовали убить его и развязать войну против человечества. Пока из теней будущего не появляется T-X - Терминатрикс, самый сложный киборг-убийца Skynet.\n\nПосланная назад сквозь время, чтобы завершить работу, начатую её предшественником, T-1000, эта машина так же упорна, как прекрасен её человеческий облик. Теперь единственная надежда Коннору выжить - Терминатор, его таинственный прежний убийца. Вместе они должны одержать победу над новыми технологиями T-X и снова предотвратить Судный День...	Джон Коннор противостоит новому киборгу и техно-апокалипсису. В режиссерском кресле — Джонатан Мостоу	1	2	2024-02-28 18:25:37.456183	\N	\N	\N	\N	\N	\N	\N	\N	1	2024-04-13 20:20:42.837536	\N
